日期,单位净值,LJJZ,SDATE,ACTUALSYI,NAVTYPE,净值增长量,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2014/4/21,1.258,1.258,,,1,-0.79,开放申购,开放赎回,,,,
2014/4/18,1.268,1.268,,,1,0.4,开放申购,开放赎回,,,,
2014/4/17,1.263,1.263,,,1,-0.32,开放申购,开放赎回,,,,
2014/4/16,1.267,1.267,,,1,-0.24,开放申购,开放赎回,,,,
2014/4/15,1.27,1.27,,,1,-0.55,开放申购,开放赎回,,,,
2014/4/14,1.277,1.277,,,1,0.55,开放申购,开放赎回,,,,
2014/4/11,1.27,1.27,,,1,0.95,开放申购,开放赎回,,,,
2014/4/10,1.258,1.258,,,1,-0.16,开放申购,开放赎回,,,,
2014/4/9,1.26,1.26,,,1,0.56,开放申购,开放赎回,,,,
2014/4/8,1.253,1.253,,,1,2.12,开放申购,开放赎回,,,,
2014/4/4,1.227,1.227,,,1,0.74,开放申购,开放赎回,,,,
2014/4/3,1.218,1.218,,,1,-0.16,开放申购,开放赎回,,,,
2014/4/2,1.22,1.22,,,1,-0.97,开放申购,开放赎回,,,,
2014/4/1,1.232,1.232,,,1,0.24,开放申购,开放赎回,,,,
2014/3/31,1.229,1.229,,,1,-0.57,开放申购,开放赎回,,,,
2014/3/28,1.236,1.236,,,1,-1.51,开放申购,开放赎回,,,,
2014/3/27,1.255,1.255,,,1,-1.34,开放申购,开放赎回,,,,
2014/3/26,1.272,1.272,,,1,1.68,开放申购,开放赎回,,,,
2014/3/25,1.251,1.251,,,1,0.08,开放申购,开放赎回,,,,
2014/3/24,1.25,1.25,,,1,-0.87,开放申购,开放赎回,,,,
2014/3/21,1.261,1.261,,,1,1.45,开放申购,开放赎回,,,,
2014/3/20,1.243,1.243,,,1,-2.05,开放申购,开放赎回,,,,
2014/3/19,1.269,1.269,,,1,-1.25,开放申购,开放赎回,,,,
2014/3/18,1.285,1.285,,,1,-0.39,开放申购,开放赎回,,,,
2014/3/17,1.29,1.29,,,1,1.1,开放申购,开放赎回,,,,
2014/3/14,1.276,1.276,,,1,-0.93,开放申购,开放赎回,,,,
2014/3/13,1.288,1.288,,,1,0.86,开放申购,开放赎回,,,,
2014/3/12,1.277,1.277,,,1,-0.16,开放申购,开放赎回,,,,
2014/3/11,1.279,1.279,,,1,1.43,开放申购,开放赎回,,,,
2014/3/10,1.261,1.261,,,1,-1.56,开放申购,开放赎回,,,,
2014/3/7,1.281,1.281,,,1,2.07,开放申购,开放赎回,,,,
2014/3/6,1.255,1.255,,,1,-1.57,开放申购,开放赎回,,,,
2014/3/5,1.275,1.275,,,1,-1.16,开放申购,开放赎回,,,,
2014/3/4,1.29,1.29,,,1,-1.3,开放申购,开放赎回,,,,
2014/3/3,1.307,1.307,,,1,0.69,开放申购,开放赎回,,,,
2014/2/28,1.298,1.298,,,1,0.23,开放申购,开放赎回,,,,
2014/2/27,1.295,1.295,,,1,-4.07,开放申购,开放赎回,,,,
2014/2/26,1.35,1.35,,,1,0.52,开放申购,开放赎回,,,,
2014/2/25,1.343,1.343,,,1,-2.54,开放申购,开放赎回,,,,
2014/2/24,1.378,1.378,,,1,0.07,开放申购,开放赎回,,,,
2014/2/21,1.377,1.377,,,1,0.07,开放申购,开放赎回,,,,
2014/2/20,1.376,1.376,,,1,-1.15,开放申购,开放赎回,,,,
2014/2/19,1.392,1.392,,,1,0.58,开放申购,开放赎回,,,,
2014/2/18,1.384,1.384,,,1,-0.14,开放申购,开放赎回,,,,
2014/2/17,1.386,1.386,,,1,0.95,开放申购,开放赎回,,,,
2014/2/14,1.373,1.373,,,1,2.39,开放申购,开放赎回,,,,
2014/2/13,1.341,1.341,,,1,-2.69,开放申购,开放赎回,,,,
2014/2/12,1.378,1.378,,,1,0.07,开放申购,开放赎回,,,,
2014/2/11,1.377,1.377,,,1,0.81,开放申购,开放赎回,,,,
2014/2/10,1.366,1.366,,,1,3.09,开放申购,开放赎回,,,,
2014/2/7,1.325,1.325,,,1,0.53,开放申购,开放赎回,,,,
2014/1/30,1.318,1.318,,,1,-0.68,开放申购,开放赎回,,,,
2014/1/29,1.327,1.327,,,1,0.91,开放申购,开放赎回,,,,
2014/1/28,1.315,1.315,,,1,0.31,开放申购,开放赎回,,,,
2014/1/27,1.311,1.311,,,1,-1.65,开放申购,开放赎回,,,,
2014/1/24,1.333,1.333,,,1,1.91,开放申购,开放赎回,,,,
2014/1/23,1.308,1.308,,,1,-0.46,开放申购,开放赎回,,,,
2014/1/22,1.314,1.314,,,1,1.62,开放申购,开放赎回,,,,
2014/1/21,1.293,1.293,,,1,0.31,开放申购,开放赎回,,,,
2014/1/20,1.289,1.289,,,1,-1.53,开放申购,开放赎回,,,,
2014/1/17,1.309,1.309,,,1,-1.36,开放申购,开放赎回,,,,
2014/1/16,1.327,1.327,,,1,-0.75,开放申购,开放赎回,,,,
2014/1/15,1.337,1.337,,,1,1.44,开放申购,开放赎回,,,,
2014/1/14,1.318,1.318,,,1,1.38,开放申购,开放赎回,,,,
2014/1/13,1.3,1.3,,,1,-0.08,开放申购,开放赎回,,,,
2014/1/10,1.301,1.301,,,1,-1.89,开放申购,开放赎回,,,,
2014/1/9,1.326,1.326,,,1,-0.45,开放申购,开放赎回,,,,
2014/1/8,1.332,1.332,,,1,1.52,开放申购,开放赎回,,,,
2014/1/7,1.312,1.312,,,1,0.77,开放申购,开放赎回,,,,
2014/1/6,1.302,1.302,,,1,-1.66,开放申购,开放赎回,,,,
2014/1/3,1.324,1.324,,,1,-0.3,开放申购,开放赎回,,,,
2014/1/2,1.328,1.328,,,1,3.19,开放申购,开放赎回,,,,
2013/12/31,1.287,1.287,,,1,0.63,开放申购,开放赎回,,,,
2013/12/30,1.279,1.279,,,1,-0.16,开放申购,开放赎回,,,,
2013/12/27,1.281,1.281,,,1,0.71,开放申购,开放赎回,,,,
2013/12/26,1.272,1.272,,,1,0.24,开放申购,开放赎回,,,,
2013/12/25,1.269,1.269,,,1,0.08,开放申购,开放赎回,,,,
2013/12/24,1.268,1.268,,,1,-0.24,开放申购,开放赎回,,,,
2013/12/23,1.271,1.271,,,1,2.92,开放申购,开放赎回,,,,
2013/12/20,1.235,1.235,,,1,-0.16,开放申购,开放赎回,,,,
2013/12/19,1.237,1.237,,,1,-0.72,开放申购,开放赎回,,,,
2013/12/18,1.246,1.246,,,1,0.32,开放申购,开放赎回,,,,
2013/12/17,1.242,1.242,,,1,0.65,开放申购,开放赎回,,,,
2013/12/16,1.234,1.234,,,1,-1.12,开放申购,开放赎回,,,,
2013/12/13,1.248,1.248,,,1,0.4,开放申购,开放赎回,,,,
2013/12/12,1.243,1.243,,,1,0.73,开放申购,开放赎回,,,,
2013/12/11,1.234,1.234,,,1,-0.32,开放申购,开放赎回,,,,
2013/12/10,1.238,1.238,,,1,-1.04,开放申购,开放赎回,,,,
2013/12/9,1.251,1.251,,,1,0.08,开放申购,开放赎回,,,,
2013/12/6,1.25,1.25,,,1,-0.16,开放申购,开放赎回,,,,
2013/12/5,1.252,1.252,,,1,-0.32,开放申购,开放赎回,,,,
2013/12/4,1.256,1.256,,,1,0.4,开放申购,开放赎回,,,,
2013/12/3,1.251,1.251,,,1,2.04,开放申购,开放赎回,,,,
2013/12/2,1.226,1.226,,,1,-3.08,开放申购,开放赎回,,,,
2013/11/29,1.265,1.265,,,1,0.96,开放申购,开放赎回,,,,
2013/11/28,1.253,1.253,,,1,0.56,开放申购,开放赎回,,,,
2013/11/27,1.246,1.246,,,1,0.81,开放申购,开放赎回,,,,
2013/11/26,1.236,1.236,,,1,0,开放申购,开放赎回,,,,
2013/11/25,1.236,1.236,,,1,0.98,开放申购,开放赎回,,,,
2013/11/22,1.224,1.224,,,1,-0.33,开放申购,开放赎回,,,,
2013/11/21,1.228,1.228,,,1,0.24,开放申购,开放赎回,,,,
2013/11/20,1.225,1.225,,,1,0.33,开放申购,开放赎回,,,,
2013/11/19,1.221,1.221,,,1,-0.57,开放申购,开放赎回,,,,
2013/11/18,1.228,1.228,,,1,0,开放申购,开放赎回,,,,
2013/11/15,1.228,1.228,,,1,0.66,开放申购,开放赎回,,,,
2013/11/14,1.22,1.22,,,1,1.08,开放申购,开放赎回,,,,
2013/11/13,1.207,1.207,,,1,-1.39,开放申购,开放赎回,,,,
2013/11/12,1.224,1.224,,,1,0.99,开放申购,开放赎回,,,,
2013/11/11,1.212,1.212,,,1,2.8,开放申购,开放赎回,,,,
2013/11/8,1.179,1.179,,,1,-1.42,开放申购,开放赎回,,,,
2013/11/7,1.196,1.196,,,1,-1.24,开放申购,开放赎回,,,,
2013/11/6,1.211,1.211,,,1,-1.22,开放申购,开放赎回,,,,
2013/11/5,1.226,1.226,,,1,0.16,开放申购,开放赎回,,,,
2013/11/4,1.224,1.224,,,1,-1.53,开放申购,开放赎回,,,,
2013/11/1,1.243,1.243,,,1,0.32,开放申购,开放赎回,,,,
2013/10/31,1.239,1.239,,,1,-1.12,开放申购,开放赎回,,,,
2013/10/30,1.253,1.253,,,1,1.38,开放申购,开放赎回,,,,
2013/10/29,1.236,1.236,,,1,-0.4,开放申购,开放赎回,,,,
2013/10/28,1.241,1.241,,,1,-1.19,开放申购,开放赎回,,,,
2013/10/25,1.256,1.256,,,1,-1.8,开放申购,开放赎回,,,,
2013/10/24,1.279,1.279,,,1,-0.78,开放申购,开放赎回,,,,
2013/10/23,1.289,1.289,,,1,-1.3,开放申购,开放赎回,,,,
2013/10/22,1.306,1.306,,,1,-0.68,开放申购,开放赎回,,,,
2013/10/21,1.315,1.315,,,1,2.49,开放申购,开放赎回,,,,
2013/10/18,1.283,1.283,,,1,-0.23,开放申购,开放赎回,,,,
2013/10/17,1.286,1.286,,,1,-1.15,开放申购,开放赎回,,,,
2013/10/16,1.301,1.301,,,1,-1.29,开放申购,开放赎回,,,,
2013/10/15,1.318,1.318,,,1,1.07,开放申购,开放赎回,,,,
2013/10/14,1.304,1.304,,,1,-0.61,开放申购,开放赎回,,,,
2013/10/11,1.312,1.312,,,1,0.15,开放申购,开放赎回,,,,
2013/10/10,1.31,1.31,,,1,-1.73,开放申购,开放赎回,,,,
2013/10/9,1.333,1.333,,,1,0.23,开放申购,开放赎回,,,,
2013/10/8,1.33,1.33,,,1,0,开放申购,开放赎回,,,,
2013/9/30,1.33,1.33,,,1,0.08,开放申购,开放赎回,,,,
2013/9/27,1.329,1.329,,,1,1.68,开放申购,开放赎回,,,,
2013/9/26,1.307,1.307,,,1,1.63,开放申购,开放赎回,,,,
2013/9/25,1.286,1.286,,,1,-1.3,开放申购,开放赎回,,,,
2013/9/24,1.303,1.303,,,1,0.77,开放申购,开放赎回,,,,
2013/9/23,1.293,1.293,,,1,2.29,开放申购,开放赎回,,,,
2013/9/18,1.264,1.264,,,1,1.28,开放申购,开放赎回,,,,
2013/9/17,1.248,1.248,,,1,-0.56,开放申购,开放赎回,,,,
2013/9/16,1.255,1.255,,,1,1.29,开放申购,开放赎回,,,,
2013/9/13,1.239,1.239,,,1,1.31,开放申购,开放赎回,,,,
2013/9/12,1.223,1.223,,,1,-0.24,开放申购,开放赎回,,,,
2013/9/11,1.226,1.226,,,1,-0.57,开放申购,开放赎回,,,,
2013/9/10,1.233,1.233,,,1,-1.36,开放申购,开放赎回,,,,
2013/9/9,1.25,1.25,,,1,-0.64,开放申购,开放赎回,,,,
2013/9/6,1.258,1.258,,,1,0.72,开放申购,开放赎回,,,,
2013/9/5,1.249,1.249,,,1,-0.48,开放申购,开放赎回,,,,
2013/9/4,1.255,1.255,,,1,-0.55,开放申购,开放赎回,,,,
2013/9/3,1.262,1.262,,,1,1.53,开放申购,开放赎回,,,,
2013/9/2,1.243,1.243,,,1,0.73,开放申购,开放赎回,,,,
2013/8/30,1.234,1.234,,,1,-1.83,开放申购,开放赎回,,,,
2013/8/29,1.257,1.257,,,1,0.08,开放申购,开放赎回,,,,
2013/8/28,1.256,1.256,,,1,-2.48,开放申购,开放赎回,,,,
2013/8/27,1.288,1.288,,,1,-0.16,开放申购,开放赎回,,,,
2013/8/26,1.29,1.29,,,1,1.1,开放申购,开放赎回,,,,
2013/8/23,1.276,1.276,,,1,1.03,开放申购,开放赎回,,,,
2013/8/22,1.263,1.263,,,1,1.12,开放申购,开放赎回,,,,
2013/8/21,1.249,1.249,,,1,0,开放申购,开放赎回,,,,
2013/8/20,1.249,1.249,,,1,-1.03,开放申购,开放赎回,,,,
2013/8/19,1.262,1.262,,,1,1.69,开放申购,开放赎回,,,,
2013/8/16,1.241,1.241,,,1,-2.21,开放申购,开放赎回,,,,
2013/8/15,1.269,1.269,,,1,-2.91,开放申购,开放赎回,,,,
2013/8/14,1.307,1.307,,,1,-0.38,开放申购,开放赎回,,,,
2013/8/13,1.312,1.312,,,1,-0.53,开放申购,开放赎回,,,,
2013/8/12,1.319,1.319,,,1,-0.45,开放申购,开放赎回,,,,
2013/8/9,1.325,1.325,,,1,-0.15,开放申购,开放赎回,,,,
2013/8/8,1.327,1.327,,,1,0.84,开放申购,开放赎回,,,,
2013/8/7,1.316,1.316,,,1,-1.5,开放申购,开放赎回,,,,
2013/8/6,1.336,1.336,,,1,1.21,开放申购,开放赎回,,,,
2013/8/5,1.32,1.32,,,1,2.01,开放申购,开放赎回,,,,
2013/8/2,1.294,1.294,,,1,-0.23,开放申购,开放赎回,,,,
2013/8/1,1.297,1.297,,,1,2.29,开放申购,开放赎回,,,,
2013/7/31,1.268,1.268,,,1,0,开放申购,开放赎回,,,,
2013/7/30,1.268,1.268,,,1,-1.55,开放申购,开放赎回,,,,
2013/7/29,1.288,1.288,,,1,-0.92,开放申购,开放赎回,,,,
2013/7/26,1.3,1.3,,,1,-0.61,开放申购,开放赎回,,,,
2013/7/25,1.308,1.308,,,1,-1.8,开放申购,开放赎回,,,,
2013/7/24,1.332,1.332,,,1,0.91,开放申购,开放赎回,,,,
2013/7/23,1.32,1.32,,,1,1.85,开放申购,开放赎回,,,,
2013/7/22,1.296,1.296,,,1,2.78,开放申购,开放赎回,,,,
2013/7/19,1.261,1.261,,,1,-1.41,开放申购,开放赎回,,,,
2013/7/18,1.279,1.279,,,1,-0.62,开放申购,开放赎回,,,,
2013/7/17,1.287,1.287,,,1,-2.43,开放申购,开放赎回,,,,
2013/7/16,1.319,1.319,,,1,-0.08,开放申购,开放赎回,,,,
2013/7/15,1.32,1.32,,,1,2.88,开放申购,开放赎回,,,,
2013/7/12,1.283,1.283,,,1,1.26,开放申购,开放赎回,,,,
2013/7/11,1.267,1.267,,,1,1.28,开放申购,开放赎回,,,,
2013/7/10,1.251,1.251,,,1,0.89,开放申购,开放赎回,,,,
2013/7/9,1.24,1.24,,,1,1.72,开放申购,开放赎回,,,,
2013/7/8,1.219,1.219,,,1,-0.49,开放申购,开放赎回,,,,
2013/7/5,1.225,1.225,,,1,-1.45,开放申购,开放赎回,,,,
2013/7/4,1.243,1.243,,,1,-1.35,开放申购,开放赎回,,,,
2013/7/3,1.26,1.26,,,1,1.2,开放申购,开放赎回,,,,
2013/7/2,1.245,1.245,,,1,3.66,开放申购,开放赎回,,,,
2013/7/1,1.201,1.201,,,1,2.83,开放申购,开放赎回,,,,
2013/6/30,1.168,1.168,,,0,-0.09,开放申购,开放赎回,,,,
2013/6/28,1.169,1.169,,,1,-0.85,开放申购,开放赎回,,,,
2013/6/27,1.179,1.179,,,1,-0.42,开放申购,开放赎回,,,,
2013/6/26,1.184,1.184,,,1,3.68,开放申购,开放赎回,,,,
2013/6/25,1.142,1.142,,,1,-1.13,开放申购,开放赎回,,,,
2013/6/24,1.155,1.155,,,1,-4.15,开放申购,开放赎回,,,,
2013/6/21,1.205,1.205,,,1,0.33,开放申购,开放赎回,,,,
2013/6/20,1.201,1.201,,,1,-3.07,开放申购,开放赎回,,,,
2013/6/19,1.239,1.239,,,1,-0.64,开放申购,开放赎回,,,,
2013/6/18,1.247,1.247,,,1,-0.56,开放申购,开放赎回,,,,
2013/6/17,1.254,1.254,,,1,2.28,开放申购,开放赎回,,,,
2013/6/14,1.226,1.226,,,1,2.51,开放申购,开放赎回,,,,
2013/6/13,1.196,1.196,,,1,-0.91,开放申购,开放赎回,,,,
2013/6/7,1.207,1.207,,,1,-1.15,开放申购,开放赎回,,,,
2013/6/6,1.221,1.221,,,1,-2.09,开放申购,开放赎回,,,,
2013/6/5,1.247,1.247,,,1,0.48,开放申购,开放赎回,,,,
2013/6/4,1.241,1.241,,,1,-1.35,开放申购,开放赎回,,,,
2013/6/3,1.258,1.258,,,1,-1.1,开放申购,开放赎回,,,,
2013/5/31,1.272,1.272,,,1,0.79,开放申购,开放赎回,,,,
2013/5/30,1.262,1.262,,,1,1.53,开放申购,开放赎回,,,,
2013/5/29,1.243,1.243,,,1,0.89,开放申购,开放赎回,,,,
2013/5/28,1.232,1.232,,,1,0.24,开放申购,开放赎回,,,,
2013/5/27,1.229,1.229,,,1,1.07,开放申购,开放赎回,,,,
2013/5/24,1.216,1.216,,,1,1.59,开放申购,开放赎回,,,,
2013/5/23,1.197,1.197,,,1,0.93,开放申购,开放赎回,,,,
2013/5/22,1.186,1.186,,,1,-0.25,开放申购,开放赎回,,,,
2013/5/21,1.189,1.189,,,1,1.28,开放申购,开放赎回,,,,
2013/5/20,1.174,1.174,,,1,-2.81,开放申购,开放赎回,,,,
2013/5/17,1.208,1.208,,,1,0,开放申购,开放赎回,,,,
2013/5/16,1.208,1.208,,,1,0.58,开放申购,开放赎回,,,,
2013/5/15,1.201,1.201,,,1,1.95,开放申购,开放赎回,,,,
2013/5/14,1.178,1.178,,,1,-1.01,开放申购,开放赎回,,,,
2013/5/13,1.19,1.19,,,1,-0.08,开放申购,开放赎回,,,,
2013/5/10,1.191,1.191,,,1,-0.5,开放申购,开放赎回,,,,
2013/5/9,1.197,1.197,,,1,-0.33,开放申购,开放赎回,,,,
2013/5/8,1.201,1.201,,,1,2.13,开放申购,开放赎回,,,,
2013/5/7,1.176,1.176,,,1,-0.34,开放申购,开放赎回,,,,
2013/5/6,1.18,1.18,,,1,1.03,开放申购,开放赎回,,,,
2013/5/3,1.168,1.168,,,1,2.1,开放申购,开放赎回,,,,
2013/5/2,1.144,1.144,,,1,1.42,开放申购,开放赎回,,,,
2013/4/26,1.128,1.128,,,1,-1.23,开放申购,开放赎回,,,,
2013/4/25,1.142,1.142,,,1,-0.17,开放申购,开放赎回,,,,
2013/4/24,1.144,1.144,,,1,2.05,开放申购,开放赎回,,,,
2013/4/23,1.121,1.121,,,1,-1.67,开放申购,开放赎回,,,,
2013/4/22,1.14,1.14,,,1,0.89,开放申购,开放赎回,,,,
2013/4/19,1.13,1.13,,,1,1.25,开放申购,开放赎回,,,,
2013/4/18,1.116,1.116,,,1,-0.53,开放申购,开放赎回,,,,
2013/4/17,1.122,1.122,,,1,2.28,开放申购,开放赎回,,,,
2013/4/16,1.097,1.097,,,1,0.73,开放申购,开放赎回,,,,
2013/4/15,1.089,1.089,,,1,-0.46,开放申购,开放赎回,,,,
2013/4/12,1.094,1.094,,,1,0,开放申购,开放赎回,,,,
2013/4/11,1.094,1.094,,,1,-0.09,开放申购,开放赎回,,,,
2013/4/10,1.095,1.095,,,1,-2.14,开放申购,开放赎回,,,,
2013/4/9,1.119,1.119,,,1,-1.84,开放申购,开放赎回,,,,
2013/4/8,1.14,1.14,,,1,1.42,开放申购,开放赎回,,,,
2013/4/3,1.124,1.124,,,1,-0.62,开放申购,开放赎回,,,,
2013/4/2,1.131,1.131,,,1,-4.15,开放申购,开放赎回,,,,
2013/4/1,1.18,1.18,,,1,0,开放申购,开放赎回,,,,
2013/3/29,1.18,1.18,,,1,-0.76,开放申购,开放赎回,,,,
2013/3/28,1.189,1.189,,,1,-0.67,开放申购,开放赎回,,,,
2013/3/27,1.197,1.197,,,1,2.31,开放申购,开放赎回,,,,
2013/3/26,1.17,1.17,,,1,0.09,开放申购,开放赎回,,,,
2013/3/25,1.169,1.169,,,1,-0.43,开放申购,开放赎回,,,,
2013/3/22,1.174,1.174,,,1,0.86,开放申购,开放赎回,,,,
2013/3/21,1.164,1.164,,,1,1.13,开放申购,开放赎回,,,,
2013/3/20,1.151,1.151,,,1,1.68,开放申购,开放赎回,,,,
2013/3/19,1.132,1.132,,,1,-0.88,开放申购,开放赎回,,,,
2013/3/18,1.142,1.142,,,1,-0.26,开放申购,开放赎回,,,,
2013/3/15,1.145,1.145,,,1,1.15,开放申购,开放赎回,,,,
2013/3/14,1.132,1.132,,,1,2.44,开放申购,开放赎回,,,,
2013/3/13,1.105,1.105,,,1,-0.18,开放申购,开放赎回,,,,
2013/3/12,1.107,1.107,,,1,-2.29,开放申购,开放赎回,,,,
2013/3/11,1.133,1.133,,,1,1.07,开放申购,开放赎回,,,,
2013/3/8,1.121,1.121,,,1,-1.49,开放申购,开放赎回,,,,
2013/3/7,1.138,1.138,,,1,-2.82,开放申购,开放赎回,,,,
2013/3/6,1.171,1.171,,,1,1.04,开放申购,开放赎回,,,,
2013/3/5,1.159,1.159,,,1,3.11,开放申购,开放赎回,,,,
2013/3/4,1.124,1.124,,,1,-0.62,开放申购,开放赎回,,,,
