日期,单位净值,LJJZ,SDATE,ACTUALSYI,NAVTYPE,净值增长量,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2021/4/12,3.66,3.66,,,1,-3.2,开放申购,开放赎回,,,,
2021/4/9,3.781,3.781,,,1,-1.28,开放申购,开放赎回,,,,
2021/4/8,3.83,3.83,,,1,1.59,开放申购,开放赎回,,,,
2021/4/7,3.77,3.77,,,1,-0.82,开放申购,开放赎回,,,,
2021/4/6,3.801,3.801,,,1,-1.25,开放申购,开放赎回,,,,
2021/4/2,3.849,3.849,,,1,0.34,开放申购,开放赎回,,,,
2021/4/1,3.836,3.836,,,1,3.17,开放申购,开放赎回,,,,
2021/3/31,3.718,3.718,,,1,-1.48,开放申购,开放赎回,,,,
2021/3/30,3.774,3.774,,,1,2.47,开放申购,开放赎回,,,,
2021/3/29,3.683,3.683,,,1,-0.49,开放申购,开放赎回,,,,
2021/3/26,3.701,3.701,,,1,3.38,开放申购,开放赎回,,,,
2021/3/25,3.58,3.58,,,1,1.3,开放申购,开放赎回,,,,
2021/3/24,3.534,3.534,,,1,-0.2,开放申购,开放赎回,,,,
2021/3/23,3.541,3.541,,,1,0.06,开放申购,开放赎回,,,,
2021/3/22,3.539,3.539,,,1,1.35,开放申购,开放赎回,,,,
2021/3/19,3.492,3.492,,,1,-2.73,开放申购,开放赎回,,,,
2021/3/18,3.59,3.59,,,1,2.37,开放申购,开放赎回,,,,
2021/3/17,3.507,3.507,,,1,0.75,开放申购,开放赎回,,,,
2021/3/16,3.481,3.481,,,1,1.49,开放申购,开放赎回,,,,
2021/3/15,3.43,3.43,,,1,-4.4,开放申购,开放赎回,,,,
2021/3/12,3.588,3.588,,,1,0.39,开放申购,开放赎回,,,,
2021/3/11,3.574,3.574,,,1,2.26,开放申购,开放赎回,,,,
2021/3/10,3.495,3.495,,,1,2.73,开放申购,开放赎回,,,,
2021/3/9,3.402,3.402,,,1,-2.72,开放申购,开放赎回,,,,
2021/3/8,3.497,3.497,,,1,-5.84,开放申购,开放赎回,,,,
2021/3/5,3.714,3.714,,,1,0.32,开放申购,开放赎回,,,,
2021/3/4,3.702,3.702,,,1,-4.56,开放申购,开放赎回,,,,
2021/3/3,3.879,3.879,,,1,1.54,开放申购,开放赎回,,,,
2021/3/2,3.82,3.82,,,1,-2.15,开放申购,开放赎回,,,,
2021/3/1,3.904,3.904,,,1,0.98,开放申购,开放赎回,,,,
2021/2/26,3.866,3.866,,,1,-2.18,开放申购,开放赎回,,,,
2021/2/25,3.952,3.952,,,1,0.1,开放申购,开放赎回,,,,
2021/2/24,3.948,3.948,,,1,-3.61,开放申购,开放赎回,,,,
2021/2/23,4.096,4.096,,,1,-0.19,开放申购,开放赎回,,,,
2021/2/22,4.104,4.104,,,1,-4.49,开放申购,开放赎回,,,,
2021/2/19,4.297,4.297,,,1,0.3,开放申购,开放赎回,,,,
2021/2/18,4.284,4.284,,,1,-5.22,开放申购,开放赎回,,,,
2021/2/10,4.52,4.52,,,1,2.31,开放申购,开放赎回,,,,
2021/2/9,4.418,4.418,,,1,1.66,开放申购,开放赎回,,,,
2021/2/8,4.346,4.346,,,1,1.66,开放申购,开放赎回,,,,
2021/2/5,4.275,4.275,,,1,2.76,开放申购,开放赎回,,,,
2021/2/4,4.16,4.16,,,1,-1.63,开放申购,开放赎回,,,,
2021/2/3,4.229,4.229,,,1,0.52,开放申购,开放赎回,,,,
2021/2/2,4.207,4.207,,,1,1.01,开放申购,开放赎回,,,,
2021/2/1,4.165,4.165,,,1,2.28,开放申购,开放赎回,,,,
2021/1/29,4.072,4.072,,,1,-0.88,开放申购,开放赎回,,,,
2021/1/28,4.108,4.108,,,1,-2.84,开放申购,开放赎回,,,,
2021/1/27,4.228,4.228,,,1,-0.05,开放申购,开放赎回,,,,
2021/1/26,4.23,4.23,,,1,-3.27,开放申购,开放赎回,,,,
2021/1/25,4.373,4.373,,,1,1.13,开放申购,开放赎回,,,,
2021/1/22,4.324,4.324,,,1,5.44,开放申购,开放赎回,,,,
2021/1/21,4.101,4.101,,,1,2.09,开放申购,开放赎回,,,,
2021/1/20,4.017,4.017,,,1,3.21,开放申购,开放赎回,,,,
2021/1/19,3.892,3.892,,,1,-2.31,开放申购,开放赎回,,,,
2021/1/18,3.984,3.984,,,1,0.28,开放申购,开放赎回,,,,
2021/1/15,3.973,3.973,,,1,0.18,开放申购,开放赎回,,,,
2021/1/14,3.966,3.966,,,1,-0.97,开放申购,开放赎回,,,,
2021/1/13,4.005,4.005,,,1,-0.65,开放申购,开放赎回,,,,
2021/1/12,4.031,4.031,,,1,1.9,开放申购,开放赎回,,,,
2021/1/11,3.956,3.956,,,1,-0.55,开放申购,开放赎回,,,,
2021/1/8,3.978,3.978,,,1,-0.38,开放申购,开放赎回,,,,
2021/1/7,3.993,3.993,,,1,0.88,开放申购,开放赎回,,,,
2021/1/6,3.958,3.958,,,1,1.91,开放申购,开放赎回,,,,
2021/1/5,3.884,3.884,,,1,1.49,开放申购,开放赎回,,,,
2021/1/4,3.827,3.827,,,1,-0.23,开放申购,开放赎回,,,,
2020/12/31,3.836,3.836,,,1,1.08,开放申购,开放赎回,,,,
2020/12/30,3.795,3.795,,,1,1.66,开放申购,开放赎回,,,,
2020/12/29,3.733,3.733,,,1,-0.53,开放申购,开放赎回,,,,
2020/12/28,3.753,3.753,,,1,-0.64,开放申购,开放赎回,,,,
2020/12/25,3.777,3.777,,,1,2.39,开放申购,开放赎回,,,,
2020/12/24,3.689,3.689,,,1,-0.16,开放申购,开放赎回,,,,
2020/12/23,3.695,3.695,,,1,-0.3,开放申购,开放赎回,,,,
2020/12/22,3.706,3.706,,,1,-1.01,开放申购,开放赎回,,,,
2020/12/21,3.744,3.744,,,1,2.02,开放申购,开放赎回,,,,
2020/12/18,3.67,3.67,,,1,-1.08,开放申购,开放赎回,,,,
2020/12/17,3.71,3.71,,,1,2.01,开放申购,开放赎回,,,,
2020/12/16,3.637,3.637,,,1,0.55,开放申购,开放赎回,,,,
2020/12/15,3.617,3.617,,,1,1.23,开放申购,开放赎回,,,,
2020/12/14,3.573,3.573,,,1,1.91,开放申购,开放赎回,,,,
2020/12/11,3.506,3.506,,,1,-0.88,开放申购,开放赎回,,,,
2020/12/10,3.537,3.537,,,1,0.71,开放申购,开放赎回,,,,
2020/12/9,3.512,3.512,,,1,-2.12,开放申购,开放赎回,,,,
2020/12/8,3.588,3.588,,,1,0.42,开放申购,开放赎回,,,,
2020/12/7,3.573,3.573,,,1,-0.03,开放申购,开放赎回,,,,
2020/12/4,3.574,3.574,,,1,1.51,开放申购,开放赎回,,,,
2020/12/3,3.521,3.521,,,1,2.12,开放申购,开放赎回,,,,
2020/12/2,3.448,3.448,,,1,-0.06,开放申购,开放赎回,,,,
2020/12/1,3.45,3.45,,,1,2.77,开放申购,开放赎回,,,,
2020/11/30,3.357,3.357,,,1,-0.06,开放申购,开放赎回,,,,
2020/11/27,3.359,3.359,,,1,0.6,开放申购,开放赎回,,,,
2020/11/26,3.339,3.339,,,1,-0.06,开放申购,开放赎回,,,,
2020/11/25,3.341,3.341,,,1,-3.13,开放申购,开放赎回,,,,
2020/11/24,3.449,3.449,,,1,-0.58,开放申购,开放赎回,,,,
2020/11/23,3.469,3.469,,,1,-0.63,开放申购,开放赎回,,,,
2020/11/20,3.491,3.491,,,1,0.81,开放申购,开放赎回,,,,
2020/11/19,3.463,3.463,,,1,0.67,开放申购,开放赎回,,,,
2020/11/18,3.44,3.44,,,1,-1.97,开放申购,开放赎回,,,,
2020/11/17,3.509,3.509,,,1,-2.74,开放申购,开放赎回,,,,
2020/11/16,3.608,3.608,,,1,0.14,开放申购,开放赎回,,,,
2020/11/13,3.603,3.603,,,1,0.33,开放申购,开放赎回,,,,
2020/11/12,3.591,3.591,,,1,1.1,开放申购,开放赎回,,,,
2020/11/11,3.552,3.552,,,1,-2.98,开放申购,开放赎回,,,,
2020/11/10,3.661,3.661,,,1,-1.67,开放申购,开放赎回,,,,
2020/11/9,3.723,3.723,,,1,1.44,开放申购,开放赎回,,,,
2020/11/6,3.67,3.67,,,1,-2.42,开放申购,开放赎回,,,,
2020/11/5,3.761,3.761,,,1,-0.21,开放申购,开放赎回,,,,
2020/11/4,3.769,3.769,,,1,0.27,开放申购,开放赎回,,,,
2020/11/3,3.759,3.759,,,1,0.67,开放申购,开放赎回,,,,
2020/11/2,3.734,3.734,,,1,0.13,开放申购,开放赎回,,,,
2020/10/30,3.729,3.729,,,1,-1.32,开放申购,开放赎回,,,,
2020/10/29,3.779,3.779,,,1,2.16,开放申购,开放赎回,,,,
2020/10/28,3.699,3.699,,,1,0.3,开放申购,开放赎回,,,,
2020/10/27,3.688,3.688,,,1,3.13,开放申购,开放赎回,,,,
2020/10/26,3.576,3.576,,,1,0.96,开放申购,开放赎回,,,,
2020/10/23,3.542,3.542,,,1,-3.75,开放申购,开放赎回,,,,
2020/10/22,3.68,3.68,,,1,-1.45,开放申购,开放赎回,,,,
2020/10/21,3.734,3.734,,,1,-0.37,开放申购,开放赎回,,,,
2020/10/20,3.748,3.748,,,1,0.29,开放申购,开放赎回,,,,
2020/10/19,3.737,3.737,,,1,-2.63,开放申购,开放赎回,,,,
2020/10/16,3.838,3.838,,,1,-0.18,开放申购,开放赎回,,,,
2020/10/15,3.845,3.845,,,1,-1.11,开放申购,开放赎回,,,,
2020/10/14,3.888,3.888,,,1,0.34,开放申购,开放赎回,,,,
2020/10/13,3.875,3.875,,,1,1.39,开放申购,开放赎回,,,,
2020/10/12,3.822,3.822,,,1,2.55,开放申购,开放赎回,,,,
2020/10/9,3.727,3.727,,,1,1.58,开放申购,开放赎回,,,,
2020/9/30,3.669,3.669,,,1,2.26,开放申购,开放赎回,,,,
2020/9/29,3.588,3.588,,,1,1.3,开放申购,开放赎回,,,,
2020/9/28,3.542,3.542,,,1,-1.34,开放申购,开放赎回,,,,
2020/9/25,3.59,3.59,,,1,0.84,开放申购,开放赎回,,,,
2020/9/24,3.56,3.56,,,1,-1.55,开放申购,开放赎回,,,,
2020/9/23,3.616,3.616,,,1,3.46,开放申购,开放赎回,,,,
2020/9/22,3.495,3.495,,,1,0.49,开放申购,开放赎回,,,,
2020/9/21,3.478,3.478,,,1,-0.8,开放申购,开放赎回,,,,
2020/9/18,3.506,3.506,,,1,1.21,开放申购,开放赎回,,,,
2020/9/17,3.464,3.464,,,1,-1.28,开放申购,开放赎回,,,,
2020/9/16,3.509,3.509,,,1,-1.87,开放申购,开放赎回,,,,
2020/9/15,3.576,3.576,,,1,1.33,开放申购,开放赎回,,,,
2020/9/14,3.529,3.529,,,1,-0.68,开放申购,开放赎回,,,,
2020/9/11,3.553,3.553,,,1,1.75,开放申购,开放赎回,,,,
2020/9/10,3.492,3.492,,,1,0.11,开放申购,开放赎回,,,,
2020/9/9,3.488,3.488,,,1,-3.83,开放申购,开放赎回,,,,
2020/9/8,3.627,3.627,,,1,-0.22,开放申购,开放赎回,,,,
2020/9/7,3.635,3.635,,,1,-3.61,开放申购,开放赎回,,,,
2020/9/4,3.771,3.771,,,1,-1.69,开放申购,开放赎回,,,,
2020/9/3,3.836,3.836,,,1,-0.54,开放申购,开放赎回,,,,
2020/9/2,3.857,3.857,,,1,-0.31,开放申购,开放赎回,,,,
2020/9/1,3.869,3.869,,,1,-0.15,开放申购,开放赎回,,,,
2020/8/31,3.875,3.875,,,1,-0.64,开放申购,开放赎回,,,,
2020/8/28,3.9,3.9,,,1,2.58,开放申购,开放赎回,,,,
2020/8/27,3.802,3.802,,,1,1.6,开放申购,开放赎回,,,,
2020/8/26,3.742,3.742,,,1,-0.74,开放申购,开放赎回,,,,
2020/8/25,3.77,3.77,,,1,0.53,开放申购,开放赎回,,,,
2020/8/24,3.75,3.75,,,1,0.37,开放申购,开放赎回,,,,
2020/8/21,3.736,3.736,,,1,1,开放申购,开放赎回,,,,
2020/8/20,3.699,3.699,,,1,-1.33,开放申购,开放赎回,,,,
2020/8/19,3.749,3.749,,,1,-2.52,开放申购,开放赎回,,,,
2020/8/18,3.846,3.846,,,1,1.26,开放申购,开放赎回,,,,
2020/8/17,3.798,3.798,,,1,0.93,开放申购,开放赎回,,,,
2020/8/14,3.763,3.763,,,1,0.62,开放申购,开放赎回,,,,
2020/8/13,3.74,3.74,,,1,-1.55,开放申购,开放赎回,,,,
2020/8/12,3.799,3.799,,,1,-3.16,开放申购,开放赎回,,,,
2020/8/11,3.923,3.923,,,1,-1.43,开放申购,开放赎回,,,,
2020/8/10,3.98,3.98,,,1,0.2,开放申购,开放赎回,,,,
2020/8/7,3.972,3.972,,,1,-1.44,开放申购,开放赎回,,,,
2020/8/6,4.03,4.03,,,1,-2.54,开放申购,开放赎回,,,,
2020/8/5,4.135,4.135,,,1,2.05,开放申购,开放赎回,,,,
2020/8/4,4.052,4.052,,,1,-1.91,开放申购,开放赎回,,,,
2020/8/3,4.131,4.131,,,1,2.97,开放申购,开放赎回,,,,
2020/7/31,4.012,4.012,,,1,2.19,开放申购,开放赎回,,,,
2020/7/30,3.926,3.926,,,1,0.62,开放申购,开放赎回,,,,
2020/7/29,3.902,3.902,,,1,3.47,开放申购,开放赎回,,,,
2020/7/28,3.771,3.771,,,1,0.27,开放申购,开放赎回,,,,
2020/7/27,3.761,3.761,,,1,1.05,开放申购,开放赎回,,,,
2020/7/24,3.722,3.722,,,1,-5.56,开放申购,开放赎回,,,,
2020/7/23,3.941,3.941,,,1,2.66,开放申购,开放赎回,,,,
2020/7/22,3.839,3.839,,,1,2.02,开放申购,开放赎回,,,,
2020/7/21,3.763,3.763,,,1,4.67,开放申购,开放赎回,,,,
2020/7/20,3.595,3.595,,,1,-0.5,开放申购,开放赎回,,,,
2020/7/17,3.613,3.613,,,1,1.23,开放申购,开放赎回,,,,
2020/7/16,3.569,3.569,,,1,-5.28,开放申购,开放赎回,,,,
2020/7/15,3.768,3.768,,,1,0.86,开放申购,开放赎回,,,,
2020/7/14,3.736,3.736,,,1,-0.35,开放申购,开放赎回,,,,
2020/7/13,3.749,3.749,,,1,3.14,开放申购,开放赎回,,,,
2020/7/10,3.635,3.635,,,1,1.71,开放申购,开放赎回,,,,
2020/7/9,3.574,3.574,,,1,3.29,开放申购,开放赎回,,,,
2020/7/8,3.46,3.46,,,1,0.29,开放申购,开放赎回,,,,
2020/7/7,3.45,3.45,,,1,2.07,开放申购,开放赎回,,,,
2020/7/6,3.38,3.38,,,1,-0.53,开放申购,开放赎回,,,,
2020/7/3,3.398,3.398,,,1,0.92,开放申购,开放赎回,,,,
2020/7/2,3.367,3.367,,,1,-1.38,开放申购,开放赎回,,,,
2020/7/1,3.414,3.414,,,1,-1.67,开放申购,开放赎回,,,,
2020/6/30,3.472,3.472,,,1,1.4,开放申购,开放赎回,,,,
2020/6/29,3.424,3.424,,,1,0.56,开放申购,开放赎回,,,,
2020/6/24,3.405,3.405,,,1,-0.53,开放申购,开放赎回,,,,
2020/6/23,3.423,3.423,,,1,2.61,开放申购,开放赎回,,,,
2020/6/22,3.336,3.336,,,1,0.63,开放申购,开放赎回,,,,
2020/6/19,3.315,3.315,,,1,2.79,开放申购,开放赎回,,,,
2020/6/18,3.225,3.225,,,1,-1.41,开放申购,开放赎回,,,,
2020/6/17,3.271,3.271,,,1,1.33,开放申购,开放赎回,,,,
2020/6/16,3.228,3.228,,,1,2.84,开放申购,开放赎回,,,,
2020/6/15,3.139,3.139,,,1,1.19,开放申购,开放赎回,,,,
2020/6/12,3.102,3.102,,,1,1.37,开放申购,开放赎回,,,,
2020/6/11,3.06,3.06,,,1,-0.68,开放申购,开放赎回,,,,
2020/6/10,3.081,3.081,,,1,2.16,开放申购,开放赎回,,,,
2020/6/9,3.016,3.016,,,1,1.89,开放申购,开放赎回,,,,
2020/6/8,2.96,2.96,,,1,-1.79,开放申购,开放赎回,,,,
2020/6/5,3.014,3.014,,,1,1.07,开放申购,开放赎回,,,,
2020/6/4,2.982,2.982,,,1,1.36,开放申购,开放赎回,,,,
2020/6/3,2.942,2.942,,,1,0.68,开放申购,开放赎回,,,,
2020/6/2,2.922,2.922,,,1,-1.55,开放申购,开放赎回,,,,
2020/6/1,2.968,2.968,,,1,1.57,开放申购,开放赎回,,,,
2020/5/29,2.922,2.922,,,1,2.35,开放申购,开放赎回,,,,
2020/5/28,2.855,2.855,,,1,-1.45,开放申购,开放赎回,,,,
2020/5/27,2.897,2.897,,,1,-2.46,开放申购,开放赎回,,,,
2020/5/26,2.97,2.97,,,1,2.48,开放申购,开放赎回,,,,
2020/5/25,2.898,2.898,,,1,1.36,开放申购,开放赎回,,,,
2020/5/22,2.859,2.859,,,1,-1.95,开放申购,开放赎回,,,,
2020/5/21,2.916,2.916,,,1,0.52,开放申购,开放赎回,,,,
2020/5/20,2.901,2.901,,,1,-1.89,开放申购,开放赎回,,,,
2020/5/19,2.957,2.957,,,1,1.72,开放申购,开放赎回,,,,
2020/5/18,2.907,2.907,,,1,1.54,开放申购,开放赎回,,,,
2020/5/15,2.863,2.863,,,1,-0.59,开放申购,开放赎回,,,,
2020/5/14,2.88,2.88,,,1,-0.24,开放申购,开放赎回,,,,
2020/5/13,2.887,2.887,,,1,2.52,开放申购,开放赎回,,,,
2020/5/12,2.816,2.816,,,1,1.73,开放申购,开放赎回,,,,
2020/5/11,2.768,2.768,,,1,-0.86,开放申购,开放赎回,,,,
2020/5/8,2.792,2.792,,,1,0.72,开放申购,开放赎回,,,,
2020/5/7,2.772,2.772,,,1,0,开放申购,开放赎回,,,,
2020/5/6,2.772,2.772,,,1,2.14,开放申购,开放赎回,,,,
2020/4/30,2.714,2.714,,,1,-0.95,开放申购,开放赎回,,,,
2020/4/29,2.74,2.74,,,1,-1.3,开放申购,开放赎回,,,,
2020/4/28,2.776,2.776,,,1,0.87,开放申购,开放赎回,,,,
2020/4/27,2.752,2.752,,,1,2.61,开放申购,开放赎回,,,,
2020/4/24,2.682,2.682,,,1,-1.87,开放申购,开放赎回,,,,
2020/4/23,2.733,2.733,,,1,0.11,开放申购,开放赎回,,,,
2020/4/22,2.73,2.73,,,1,2.32,开放申购,开放赎回,,,,
2020/4/21,2.668,2.668,,,1,-0.82,开放申购,开放赎回,,,,
2020/4/20,2.69,2.69,,,1,1.59,开放申购,开放赎回,,,,
2020/4/17,2.648,2.648,,,1,-0.94,开放申购,开放赎回,,,,
2020/4/16,2.673,2.673,,,1,0.68,开放申购,开放赎回,,,,
2020/4/15,2.655,2.655,,,1,-0.6,开放申购,开放赎回,,,,
2020/4/14,2.671,2.671,,,1,2.22,开放申购,开放赎回,,,,
2020/4/13,2.613,2.613,,,1,0.42,开放申购,开放赎回,,,,
2020/4/10,2.602,2.602,,,1,-1.7,开放申购,开放赎回,,,,
2020/4/9,2.647,2.647,,,1,3.12,开放申购,开放赎回,,,,
2020/4/8,2.567,2.567,,,1,-0.89,开放申购,开放赎回,,,,
2020/4/7,2.59,2.59,,,1,2.9,开放申购,开放赎回,,,,
2020/4/3,2.517,2.517,,,1,0.88,开放申购,开放赎回,,,,
2020/4/2,2.495,2.495,,,1,1.59,开放申购,开放赎回,,,,
2020/4/1,2.456,2.456,,,1,-2,开放申购,开放赎回,,,,
2020/3/31,2.506,2.506,,,1,0.72,开放申购,开放赎回,,,,
2020/3/30,2.488,2.488,,,1,-1.03,开放申购,开放赎回,,,,
2020/3/27,2.514,2.514,,,1,-0.16,开放申购,开放赎回,,,,
2020/3/26,2.518,2.518,,,1,1.78,开放申购,开放赎回,,,,
2020/3/25,2.474,2.474,,,1,3.26,开放申购,开放赎回,,,,
2020/3/24,2.396,2.396,,,1,2.66,开放申购,开放赎回,,,,
2020/3/23,2.334,2.334,,,1,-2.02,开放申购,开放赎回,,,,
2020/3/20,2.382,2.382,,,1,2.81,开放申购,开放赎回,,,,
2020/3/19,2.317,2.317,,,1,-0.77,开放申购,开放赎回,,,,
2020/3/18,2.335,2.335,,,1,-1.14,开放申购,开放赎回,,,,
2020/3/17,2.362,2.362,,,1,0.38,开放申购,开放赎回,,,,
2020/3/16,2.353,2.353,,,1,-4.43,开放申购,开放赎回,,,,
2020/3/13,2.462,2.462,,,1,-1.16,开放申购,开放赎回,,,,
2020/3/12,2.491,2.491,,,1,-3.11,开放申购,开放赎回,,,,
2020/3/11,2.571,2.571,,,1,-1.31,开放申购,开放赎回,,,,
2020/3/10,2.605,2.605,,,1,0.31,开放申购,开放赎回,,,,
2020/3/9,2.597,2.597,,,1,-1.96,开放申购,开放赎回,,,,
2020/3/6,2.649,2.649,,,1,0.3,开放申购,开放赎回,,,,
2020/3/5,2.641,2.641,,,1,2.21,开放申购,开放赎回,,,,
2020/3/4,2.584,2.584,,,1,-0.04,开放申购,开放赎回,,,,
2020/3/3,2.585,2.585,,,1,3.73,开放申购,开放赎回,,,,
2020/3/2,2.492,2.492,,,1,2.89,开放申购,开放赎回,,,,
2020/2/28,2.422,2.422,,,1,-2.34,开放申购,开放赎回,,,,
2020/2/27,2.48,2.48,,,1,1.27,开放申购,开放赎回,,,,
2020/2/26,2.449,2.449,,,1,-3.2,开放申购,开放赎回,,,,
2020/2/25,2.53,2.53,,,1,1.12,开放申购,开放赎回,,,,
2020/2/24,2.502,2.502,,,1,1.17,开放申购,开放赎回,,,,
2020/2/21,2.473,2.473,,,1,0.98,开放申购,开放赎回,,,,
2020/2/20,2.449,2.449,,,1,1.32,开放申购,开放赎回,,,,
2020/2/19,2.417,2.417,,,1,-1.51,开放申购,开放赎回,,,,
2020/2/18,2.454,2.454,,,1,-0.53,开放申购,开放赎回,,,,
2020/2/17,2.467,2.467,,,1,2.66,开放申购,开放赎回,,,,
2020/2/14,2.403,2.403,,,1,0.25,开放申购,开放赎回,,,,
2020/2/13,2.397,2.397,,,1,-0.79,开放申购,开放赎回,,,,
2020/2/12,2.416,2.416,,,1,1.17,开放申购,开放赎回,,,,
2020/2/11,2.388,2.388,,,1,0.25,开放申购,开放赎回,,,,
2020/2/10,2.382,2.382,,,1,-0.33,开放申购,开放赎回,,,,
2020/2/7,2.39,2.39,,,1,-1.12,开放申购,开放赎回,,,,
2020/2/6,2.417,2.417,,,1,2.46,开放申购,开放赎回,,,,
2020/2/5,2.359,2.359,,,1,2.83,开放申购,开放赎回,,,,
2020/2/4,2.294,2.294,,,1,2.82,开放申购,开放赎回,,,,
2020/2/3,2.231,2.231,,,1,-4.08,开放申购,开放赎回,,,,
2020/1/23,2.326,2.326,,,1,-2.27,开放申购,开放赎回,,,,
2020/1/22,2.38,2.38,,,1,-0.54,开放申购,开放赎回,,,,
2020/1/21,2.393,2.393,,,1,0.84,开放申购,开放赎回,,,,
2020/1/20,2.373,2.373,,,1,1.32,开放申购,开放赎回,,,,
2020/1/17,2.342,2.342,,,1,1.25,开放申购,开放赎回,,,,
2020/1/16,2.313,2.313,,,1,0.92,开放申购,开放赎回,,,,
2020/1/15,2.292,2.292,,,1,0.84,开放申购,开放赎回,,,,
2020/1/14,2.273,2.273,,,1,-1,开放申购,开放赎回,,,,
2020/1/13,2.296,2.296,,,1,0.97,开放申购,开放赎回,,,,
2020/1/10,2.274,2.274,,,1,0.4,开放申购,开放赎回,,,,
2020/1/9,2.265,2.265,,,1,3.1,开放申购,开放赎回,,,,
2020/1/8,2.197,2.197,,,1,-0.63,开放申购,开放赎回,,,,
2020/1/7,2.211,2.211,,,1,1.33,开放申购,开放赎回,,,,
2020/1/6,2.182,2.182,,,1,-1.09,开放申购,开放赎回,,,,
2020/1/3,2.206,2.206,,,1,-0.23,开放申购,开放赎回,,,,
2020/1/2,2.211,2.211,,,1,0.41,开放申购,开放赎回,,,,
2019/12/31,2.202,2.202,,,1,2.09,开放申购,开放赎回,,,,
2019/12/30,2.157,2.157,,,1,0.14,开放申购,开放赎回,,,,
2019/12/27,2.154,2.154,,,1,-0.55,开放申购,开放赎回,,,,
2019/12/26,2.166,2.166,,,1,0.56,开放申购,开放赎回,,,,
2019/12/25,2.154,2.154,,,1,-0.14,开放申购,开放赎回,,,,
2019/12/24,2.157,2.157,,,1,0.09,开放申购,开放赎回,,,,
2019/12/23,2.155,2.155,,,1,-0.65,开放申购,开放赎回,,,,
2019/12/20,2.169,2.169,,,1,-1,开放申购,开放赎回,,,,
2019/12/19,2.191,2.191,,,1,-0.23,开放申购,开放赎回,,,,
2019/12/18,2.196,2.196,,,1,-1.21,开放申购,开放赎回,,,,
2019/12/17,2.223,2.223,,,1,0.45,开放申购,开放赎回,,,,
2019/12/16,2.213,2.213,,,1,0.32,开放申购,开放赎回,,,,
2019/12/13,2.206,2.206,,,1,1.8,开放申购,开放赎回,,,,
2019/12/12,2.167,2.167,,,1,0.37,开放申购,开放赎回,,,,
2019/12/11,2.159,2.159,,,1,-0.28,开放申购,开放赎回,,,,
2019/12/10,2.165,2.165,,,1,1.03,开放申购,开放赎回,,,,
2019/12/9,2.143,2.143,,,1,-1.74,开放申购,开放赎回,,,,
2019/12/6,2.181,2.181,,,1,0.69,开放申购,开放赎回,,,,
2019/12/5,2.166,2.166,,,1,1.4,开放申购,开放赎回,,,,
2019/12/4,2.136,2.136,,,1,0.61,开放申购,开放赎回,,,,
2019/12/3,2.123,2.123,,,1,0,开放申购,开放赎回,,,,
2019/12/2,2.123,2.123,,,1,-1.35,开放申购,开放赎回,,,,
2019/11/29,2.152,2.152,,,1,-2.23,开放申购,开放赎回,,,,
2019/11/28,2.201,2.201,,,1,0.09,开放申购,开放赎回,,,,
2019/11/27,2.199,2.199,,,1,-0.95,开放申购,开放赎回,,,,
2019/11/26,2.22,2.22,,,1,0.77,开放申购,开放赎回,,,,
2019/11/25,2.203,2.203,,,1,-0.94,开放申购,开放赎回,,,,
2019/11/22,2.224,2.224,,,1,-3.89,开放申购,开放赎回,,,,
2019/11/21,2.314,2.314,,,1,-1.2,开放申购,开放赎回,,,,
2019/11/20,2.342,2.342,,,1,-0.26,开放申购,开放赎回,,,,
2019/11/19,2.348,2.348,,,1,2.04,开放申购,开放赎回,,,,
2019/11/18,2.301,2.301,,,1,0.22,开放申购,开放赎回,,,,
2019/11/15,2.296,2.296,,,1,-0.35,开放申购,开放赎回,,,,
2019/11/14,2.304,2.304,,,1,1.5,开放申购,开放赎回,,,,
2019/11/13,2.27,2.27,,,1,1.79,开放申购,开放赎回,,,,
2019/11/12,2.23,2.23,,,1,0.45,开放申购,开放赎回,,,,
2019/11/11,2.22,2.22,,,1,-2.5,开放申购,开放赎回,,,,
2019/11/8,2.277,2.277,,,1,-0.26,开放申购,开放赎回,,,,
2019/11/7,2.283,2.283,,,1,0.31,开放申购,开放赎回,,,,
2019/11/6,2.276,2.276,,,1,-0.35,开放申购,开放赎回,,,,
2019/11/5,2.284,2.284,,,1,-0.35,开放申购,开放赎回,,,,
2019/11/4,2.292,2.292,,,1,2.09,开放申购,开放赎回,,,,
2019/11/1,2.245,2.245,,,1,1.22,开放申购,开放赎回,,,,
2019/10/31,2.218,2.218,,,1,1.19,开放申购,开放赎回,,,,
2019/10/30,2.192,2.192,,,1,-0.77,开放申购,开放赎回,,,,
2019/10/29,2.209,2.209,,,1,0.73,开放申购,开放赎回,,,,
2019/10/28,2.193,2.193,,,1,1.62,开放申购,开放赎回,,,,
2019/10/25,2.158,2.158,,,1,0.94,开放申购,开放赎回,,,,
2019/10/24,2.138,2.138,,,1,-0.79,开放申购,开放赎回,,,,
2019/10/23,2.155,2.155,,,1,-2,开放申购,开放赎回,,,,
2019/10/22,2.199,2.199,,,1,1.1,开放申购,开放赎回,,,,
2019/10/21,2.175,2.175,,,1,-2.03,开放申购,开放赎回,,,,
2019/10/18,2.22,2.22,,,1,-0.4,开放申购,开放赎回,,,,
2019/10/17,2.229,2.229,,,1,0.77,开放申购,开放赎回,,,,
